0.701000000,1.30864,-1.29688,22,2.45312,41.5,1
1.202000000,1.29384,-0.324219,18,2.48828,41.5,1
1.702000000,1.38311,0.648438,19,2.47656,41.5,1
2.304000000,1.47983,1.29688,21,2.45312,41.5,1
2.804000000,1.54626,1.29688,21,2.45312,41.5,1
3.401000000,1.61099,1.29688,21,2.45312,41.5,1
3.804000000,1.67514,1.29688,21,2.45312,41.5,1
4.303000000,1.7344,1.24631,23,2.40625,19.9409,1
4.802000000,1.76476,0.623154,21,2.45312,19.9409,1
5.305000000,1.79315,0.311577,19,2.47656,19.9409,1
5.803000000,1.79515,-0.623154,22,2.45312,19.9409,1
6.304000000,1.77408,-0.623154,22,2.45312,19.9409,1
6.704000000,1.74452,-1.24631,24,2.40625,19.9409,1
7.201000000,1.71096,-1.24583,24,2.40625,19.9332,1
7.704000000,1.7169,-1.29899,24,2.40625,20.7839,1
8.101000000,1.71168,-0.649496,22,2.45312,20.7839,1
8.601000000,1.72249,-0.649496,22,2.45312,20.7839,1
9.104000000,1.73743,-0.0192955,12,2.49854,19.7586,1
9.602000000,1.75387,0.617458,21,2.45312,19.7586,1
10.003000000,1.90571,9.87932,29,1.75,19.7586,1
10.404000000,1.88588,10.9313,29,1.75,21.8625,1
10.803000000,1.90784,10.9313,29,1.75,21.8625,1
11.303000000,1.92112,10.9313,29,1.75,21.8625,1
11.706000000,1.9478,10.9313,29,1.75,21.8625,1
12.203000000,1.98451,13.1071,29,1.75,26.2141,1
12.602000000,2.03787,13.0256,29,1.75,26.0512,1
13.006000000,2.18203,6.5128,27,2.125,26.0512,1
13.502000000,2.35741,0.203525,17,2.48828,26.0512,1
14.002000000,2.65332,-6.5128,28,2.125,26.0512,1
14.401000000,3.05267,-10.636,30,1.75,21.272,1
14.902000000,3.4387,-11.8648,30,1.75,23.7296,1
15.305000000,3.78086,-13.1519,30,1.75,26.3038,1
15.803000000,3.54828,-12.9984,30,1.75,25.9967,1
16.304000000,3.37938,-6.47725,28,2.125,25.909,1
16.706000000,3.29769,-6.47725,28,2.125,25.909,0
17.204000000,3.26742,-3.23863,26,2.3125,25.909,0
17.604000000,3.25723,-1.61931,24,2.40625,25.909,0
18.103000000,3.29807,1.2896,23,2.40625,20.6336,0
18.604000000,3.33632,2.5792,25,2.3125,20.6336,0
19.008000000,3.3395,5.15839,27,2.125,20.6336,0
19.501000000,3.31927,5.66059,27,2.125,22.6424,0
20.007000000,2.9171,5.66059,27,2.125,22.6424,0
20.400000000,2.70523,2.84333,25,2.3125,22.7466,0
20.901000000,2.56672,0.710832,21,2.45312,22.7466,0
21.405000000,0.2097,2.84333,25,2.3125,22.7466,0
21.903000000,0.328673,-0.0210874,12,2.49854,21.5935,0
22.404000000,0.499641,-2.69919,26,2.3125,21.5935,0
22.907000000,0.705544,-5.08454,28,2.125,20.3382,0
23.502000000,0.944055,-5.70834,28,2.125,22.8334,0
24.002000000,1.16152,-5.70834,28,2.125,22.8334,0
24.508000000,1.35547,-5.70834,28,2.125,22.8334,0
25.007000000,1.27716,-5.70834,28,2.125,22.8334,0
25.601000000,1.2493,-5.70834,28,2.125,22.8334,0
26.003000000,1.27631,-5.70834,28,2.125,22.8334,0
26.602000000,1.33976,-2.85417,26,2.3125,22.8334,0
27.106000000,1.44499,-1.42708,24,2.40625,22.8334,0
27.605000000,1.52482,1.42708,23,2.40625,22.8334,0
28.203000000,1.56559,2.85417,25,2.3125,22.8334,0
28.800000000,1.44633,5.70834,27,2.125,22.8334,0
29.301000000,1.30565,5.70834,27,2.125,22.8334,0
29.806000000,1.23222,5.70834,27,2.125,22.8334,0
30.406000000,1.20942,5.70834,27,2.125,22.8334,0
30.901000000,1.25096,5.70834,27,2.125,22.8334,0
31.402000000,1.33389,2.85417,25,2.3125,22.8334,0
32.003000000,1.37085,0.713542,21,2.45312,22.8334,0
32.502000000,1.40537,-1.42708,24,2.40625,22.8334,0
33.003000000,1.4821,-5.08711,28,2.125,20.3484,0
33.501000000,1.36074,-5.80273,28,2.125,23.2109,0
34.105000000,1.2006,-5.80273,28,2.125,23.2109,0
34.605000000,1.16119,-5.80273,28,2.125,23.2109,0
35.102000000,1.14588,-5.65565,28,2.125,22.6226,0
35.701000000,1.16672,-5.65565,28,2.125,22.6226,0
36.308000000,1.29746,-11.3113,30,1.75,22.6226,0
36.800000000,1.4451,-11.3113,30,1.75,22.6226,0
37.302000000,1.4789,-11.3113,30,1.75,22.6226,0
37.902000000,1.53648,-11.3113,30,1.75,22.6226,0
38.403000000,1.63472,-11.3113,30,1.75,22.6226,0
39.006000000,1.77746,-5.65565,28,2.125,22.6226,0
39.604000000,2.00271,1.41391,23,2.40625,22.6226,0
40.102000000,2.39858,11.3113,29,1.75,22.6226,0
40.703000000,2.83406,11.9138,29,1.75,23.8276,0
41.102000000,3.2428,11.9138,29,1.75,23.8276,0
41.603000000,3.57107,6.59176,27,2.125,26.3671,0
42.004000000,3.85015,6.59176,27,2.125,26.3671,1
42.402000000,3.66438,5.76561,27,2.125,23.0625,1
42.904000000,3.56063,2.88281,25,2.3125,23.0625,1
43.301000000,3.49585,1.4414,23,2.40625,23.0625,1
43.702000000,3.41489,0.360351,19,2.47656,23.0625,1
44.108000000,3.32663,-0.156593,18,2.48828,20.044,1
44.605000000,3.243,-0.622992,22,2.45312,19.9357,1
45.006000000,3.15092,-0.622992,22,2.45312,19.9357,1
45.303000000,0.324405,-0.00973424,10,2.49927,19.9357,1

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test

new test
